typedag,dienstnummer et,type,duur,start,einde,loop,intern loopnummer,lijn,var,rit,voertuig,vertrek,vertrek plaatscode,aankomst,aankomst plaatscode,afstand,AT,VT,dienstnummer
"26/0","VHO+2604","STA","00u20","16u22","16u42",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u52","16u42","17u34","4603","4603U0830","50","02","560","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u02","17u34","17u36",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u38","17u36","18u14","4603","4603U0830","50","04b","562","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"07u11","00u49","2604"
"26/0","VHO+2604","LED","00u44","18u14","18u58","4603","4603U0830",,,,"geleed","Gent Sint-Pietersstation","GNTs2a","Garage Van Hoorebeke","VHO276",36.848,"07u11","00u49","2604"
"26/0","VHO+2604","ANA","00u10","18u58","19u08",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2603","AVO","00u05","06u33","06u38",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","LED","00u41","06u38","07u19","4602","4602U0638",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u36","07u19","07u55","4602","4602U0638","50","01a","51","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u02","07u55","07u57",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u54","07u57","08u51","4602","4602U0638","50","03","53","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u20","08u51","09u11",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u51","09u11","10u02","4602","4602U0638","50","02","110","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u02","10u02","10u04",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u38","10u04","10u42","4602","4602U0638","50","04b","112","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u33","10u42","11u15",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u37","11u15","11u52","4602","4602U0638","50","01a","231","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u02","11u52","11u54",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u58","11u54","12u52","4602","4602U0638","50","03","233","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u20","12u52","13u12",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u52","13u12","14u04","4602","4602U0638","50","02","350","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u02","14u04","14u06",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u38","14u06","14u44","4602","4602U0638","50","04b","352","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u41","00u55","2603"
"26/0","VHO+2603","STA","00u32","14u44","15u16",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2603","RIT","00u37","15u16","15u53","4602","4602U0638","50","01a","471","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u41","00u55","2603"
"26/0","VHO+2603","LED","00u14","15u53","16u07","4602","4602U0638",,,,"geleed","Eeklo Station","EEKstn","Garage Van Hoorebeke","VHO276",9.9,"06u41","00u55","2603"
"26/0","VHO+2603","ANA","00u10","16u07","16u17",,,,,,,,,,,,"06u41","00u55","2603"
"26/0","VHO+2602","AVO","00u05","06u04","06u09",,,,,,,,,,,,"02u57","01u00","2602"
"26/0","VHO+2602","LED","00u30","06u09","06u39","4601","4601U0609",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"02u57","01u00","2602"
"26/0","VHO+2602","RIT","00u46","06u39","07u25","4601","4601U0609","50","02","30","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"02u57","01u00","2602"
"26/0","VHO+2602","STA","00u02","07u25","07u27",,,,,,,,,,,,"02u57","01u00","2602"
"26/0","VHO+2602","RIT","00u38","07u27","08u05","4601","4601U0609","50","04b","32","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"02u57","01u00","2602"
"26/0","VHO+2602","STA","00u40","08u05","08u45",,,,,,,,,,,,"02u57","01u00","2602"
"26/0","VHO+2602","RIT","00u37","08u45","09u22","4601","4601U0609","50","01a","91","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"02u57","01u00","2602"
"26/0","VHO+2602","STA","00u02","09u22","09u24",,,,,,,,,,,,"02u57","01u00","2602"
"26/0","VHO+2602","RIT","00u56","09u24","10u20","4601","4601U0609","50","03","93","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"02u57","01u00","2602"
"26/0","VHO+2602","LED","00u30","10u20","10u50","4601","4601U0609",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"02u57","01u00","2602"
"26/0","VHO+2602","ANA","00u10","10u50","11u00",,,,,,,,,,,,"02u57","01u00","2602"
"26/0","VHO+2601","AVO","00u05","05u38","05u43",,,,,,,,,,,,"04u27","01u11","2601"
"26/0","VHO+2601","LED","00u41","05u43","06u24","4600","4600U0543",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"04u27","01u11","2601"
"26/0","VHO+2601","RIT","00u35","06u24","06u59","4600","4600U0543","50","01a","31","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u27","01u11","2601"
"26/0","VHO+2601","STA","00u02","06u59","07u01",,,,,,,,,,,,"04u27","01u11","2601"
"26/0","VHO+2601","RIT","00u50","07u01","07u51","4600","4600U0543","50","03","33","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u27","01u11","2601"
"26/0","VHO+2601","STA","00u48","07u51","08u39",,,,,,,,,,,,"04u27","01u11","2601"
"26/0","VHO+2601","RIT","00u51","08u39","09u30","4600","4600U0543","50","02","90","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u27","01u11","2601"
"26/0","VHO+2601","STA","00u02","09u30","09u32",,,,,,,,,,,,"04u27","01u11","2601"
"26/0","VHO+2601","RIT","00u38","09u32","10u10","4600","4600U0543","50","04b","92","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u27","01u11","2601"
"26/0","VHO+2601","STA","00u35","10u10","10u45",,,,,,,,,,,,"04u27","01u11","2601"
"26/0","VHO+2601","RIT","00u37","10u45","11u22","4600","4600U0543","50","01a","201","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u27","01u11","2601"
"26/0","VHO+2601","STA","00u02","11u22","11u24",,,,,,,,,,,,"04u27","01u11","2601"
"26/0","VHO+2601","RIT","00u56","11u24","12u20","4600","4600U0543","50","03","203","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u27","01u11","2601"
"26/0","VHO+2601","LED","00u30","12u20","12u50","4600","4600U0543",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u27","01u11","2601"
"26/0","VHO+2601","ANA","00u10","12u50","13u00",,,,,,,,,,,,"04u27","01u11","2601"
"27/0","VHO+2705","AVO","00u05","14u36","14u41",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","LED","00u41","14u41","15u22","4500","4500U1441",,,,"standaard","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u37","15u22","15u59","4500","4500U1441","50","01a","271","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u02","15u59","16u01",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u52","16u01","16u53","4500","4500U1441","50","03","273","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u45","16u53","17u38",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u51","17u38","18u29","4500","4500U1441","50","02","360","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u02","18u29","18u31",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u37","18u31","19u08","4500","4500U1441","50","04b","362","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u14","19u08","19u22",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u35","19u22","19u57","4500","4500U1441","50","01a","431","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u02","19u57","19u59",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u48","19u59","20u47","4500","4500U1441","50","03","433","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u54","20u47","21u41",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u46","21u41","22u27","4500","4500U1441","50","02","470","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u02","22u27","22u29",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u35","22u29","23u04","4500","4500U1441","50","04b","472","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u40","00u43","2705"
"27/0","VHO+2705","STA","00u15","23u04","23u19",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2705","RIT","00u59","23u19","24u18","4500","4500U1441","50","07","511","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"06u40","00u43","2705"
"27/0","VHO+2705","LED","00u02","24u18","24u20","4500","4500U1441",,,,"standaard","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"06u40","00u43","2705"
"27/0","VHO+2705","ANA","00u10","24u20","24u30",,,,,,,,,,,,"06u40","00u43","2705"
"27/0","VHO+2704","AVO","00u05","14u03","14u08",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","LED","00u30","14u08","14u38","4603","4603U1408",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u51","14u38","15u29","4603","4603U1408","50","02","240","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u02","15u29","15u31",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u38","15u31","16u09","4603","4603U1408","50","04b","242","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u13","16u09","16u22",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u37","16u22","16u59","4603","4603U1408","50","01a","311","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u02","16u59","17u01",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u52","17u01","17u53","4603","4603U1408","50","03","313","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u45","17u53","18u38",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u51","18u38","19u29","4603","4603U1408","50","02","400","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u02","19u29","19u31",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u37","19u31","20u08","4603","4603U1408","50","04b","402","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u14","20u08","20u22",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u35","20u22","20u57","4603","4603U1408","50","01a","461","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u49","01u00","2704"
"27/0","VHO+2704","STA","00u02","20u57","20u59",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2704","RIT","00u48","20u59","21u47","4603","4603U1408","50","03","463","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u49","01u00","2704"
"27/0","VHO+2704","LED","00u30","21u47","22u17","4603","4603U1408",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u49","01u00","2704"
"27/0","VHO+2704","ANA","00u10","22u17","22u27",,,,,,,,,,,,"05u49","01u00","2704"
"27/0","VHO+2703","AVO","00u05","12u03","12u08",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2703","LED","00u30","12u08","12u38","4602","4602U1208",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"04u27","01u14","2703"
"27/0","VHO+2703","RIT","00u51","12u38","13u29","4602","4602U1208","50","02","160","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u27","01u14","2703"
"27/0","VHO+2703","STA","00u02","13u29","13u31",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2703","RIT","00u38","13u31","14u09","4602","4602U1208","50","04b","162","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u27","01u14","2703"
"27/0","VHO+2703","STA","00u13","14u09","14u22",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2703","RIT","00u37","14u22","14u59","4602","4602U1208","50","01a","231","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u27","01u14","2703"
"27/0","VHO+2703","STA","00u02","14u59","15u01",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2703","RIT","00u52","15u01","15u53","4602","4602U1208","50","03","233","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u27","01u14","2703"
"27/0","VHO+2703","STA","00u46","15u53","16u39",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2703","RIT","00u51","16u39","17u30","4602","4602U1208","50","02","320","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u27","01u14","2703"
"27/0","VHO+2703","STA","00u02","17u30","17u32",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2703","RIT","00u38","17u32","18u10","4602","4602U1208","50","04b","322","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u27","01u14","2703"
"27/0","VHO+2703","LED","00u44","18u10","18u54","4602","4602U1208",,,,"geleed","Gent Sint-Pietersstation","GNTs2a","Garage Van Hoorebeke","VHO276",36.848,"04u27","01u14","2703"
"27/0","VHO+2703","ANA","00u10","18u54","19u04",,,,,,,,,,,,"04u27","01u14","2703"
"27/0","VHO+2702","AVO","00u05","06u47","06u52",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","LED","00u05","06u52","06u57","4601","4601U0652",,,,"geleed","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","01u00","06u57","07u57","4601","4601U0652","50","06","20","geleed","Maldegem Markt","MDGmk2","Gent Sint-Pietersstation","GNTs2a",34.108,"05u26","00u35","2702"
"27/0","VHO+2702","STA","00u25","07u57","08u22",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","00u37","08u22","08u59","4601","4601U0652","50","01a","61","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u26","00u35","2702"
"27/0","VHO+2702","STA","00u02","08u59","09u01",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","00u51","09u01","09u52","4601","4601U0652","50","03","63","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u26","00u35","2702"
"27/0","VHO+2702","STA","00u46","09u52","10u38",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","00u51","10u38","11u29","4601","4601U0652","50","02","100","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u26","00u35","2702"
"27/0","VHO+2702","STA","00u02","11u29","11u31",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","00u38","11u31","12u09","4601","4601U0652","50","04b","102","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u26","00u35","2702"
"27/0","VHO+2702","STA","00u13","12u09","12u22",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","00u37","12u22","12u59","4601","4601U0652","50","01a","151","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u26","00u35","2702"
"27/0","VHO+2702","STA","00u02","12u59","13u01",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2702","RIT","00u52","13u01","13u53","4601","4601U0652","50","03","153","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u26","00u35","2702"
"27/0","VHO+2702","LED","00u30","13u53","14u23","4601","4601U0652",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u26","00u35","2702"
"27/0","VHO+2702","ANA","00u10","14u23","14u33",,,,,,,,,,,,"05u26","00u35","2702"
"27/0","VHO+2701","AVO","00u05","05u38","05u43",,,,,,,,,,,,"04u21","01u11","2701"
"27/0","VHO+2701","LED","00u41","05u43","06u24","4600","4600U0543",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"04u21","01u11","2701"
"27/0","VHO+2701","RIT","00u35","06u24","06u59","4600","4600U0543","50","01a","21","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u21","01u11","2701"
"27/0","VHO+2701","STA","00u02","06u59","07u01",,,,,,,,,,,,"04u21","01u11","2701"
"27/0","VHO+2701","RIT","00u49","07u01","07u50","4600","4600U0543","50","03","23","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u21","01u11","2701"
"27/0","VHO+2701","STA","00u48","07u50","08u38",,,,,,,,,,,,"04u21","01u11","2701"
"27/0","VHO+2701","RIT","00u51","08u38","09u29","4600","4600U0543","50","02","60","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u21","01u11","2701"
"27/0","VHO+2701","STA","00u02","09u29","09u31",,,,,,,,,,,,"04u21","01u11","2701"
"27/0","VHO+2701","RIT","00u38","09u31","10u09","4600","4600U0543","50","04b","62","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u21","01u11","2701"
"27/0","VHO+2701","STA","00u13","10u09","10u22",,,,,,,,,,,,"04u21","01u11","2701"
"27/0","VHO+2701","RIT","00u37","10u22","10u59","4600","4600U0543","50","01a","101","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u21","01u11","2701"
"27/0","VHO+2701","STA","00u02","10u59","11u01",,,,,,,,,,,,"04u21","01u11","2701"
"27/0","VHO+2701","RIT","00u51","11u01","11u52","4600","4600U0543","50","03","103","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u21","01u11","2701"
"27/0","VHO+2701","LED","00u30","11u52","12u22","4600","4600U0543",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u21","01u11","2701"
"27/0","VHO+2701","ANA","00u10","12u22","12u32",,,,,,,,,,,,"04u21","01u11","2701"
"21/0",,"LED","00u02","07u22","07u24","4506","4506U0722",,,,"standaard","Garage Van Hoorebeke",,"Maldegem Markt",,1.885,"01u56","01u06","7414"
"21/0",,"RIT","00u38","07u24","08u02","4506","4506U0722","871","01c","51","standaard","Maldegem Markt",,"Aalter Station",,17.081,"01u56","01u06","7414"
"21/0",,"LED","00u20","08u02","08u22","4506","4506U0722",,,,"standaard","Aalter Station",,"Garage Van Hoorebeke",,14.096,"01u56","01u06","7414"
"21/0",,"ONE","05u33","08u22","13u55",,,,,,,,,,,,"01u56","01u06","7414"
"21/0",,"LED","00u02","16u28","16u30","4511","4511U1628",,,,"standaard","Garage Van Hoorebeke",,"Maldegem Markt",,1.885,"01u56","01u06","7414"
"21/0",,"RIT","01u18","16u30","17u48","4511","4511U1628","871","01","91","standaard","Maldegem Markt",,"Deinze Station",,35.519,"01u56","01u06","7414"
"21/0",,"LED","00u42","17u48","18u30","4511","4511U1628",,,,"standaard","Deinze Station",,"Garage Van Hoorebeke",,29.849,"01u56","01u06","7414"
"34/0","VHO+4107","AVO","00u05","11u11","11u16",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","LED","00u14","11u16","11u30","4501","4501U1116",,,,"standaard","Garage Van Hoorebeke","VHO276","Eeklo Station","EEKstn",9.673,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u28","11u30","11u58","4501","4501U1116","621","01","41","standaard","Eeklo Station","EEKstn","Sint-Margriete Gemeentehuis","SMGgem",16.208,"05u10","01u49","4407"
"34/0","VHO+4107","LED","00u54","11u58","12u52","4501","4501U1116",,,,"standaard","Sint-Margriete Gemeentehuis","SMGgem","Gent Sint Pietersstation","GNTs1a",35.932,"05u10","01u49","4407"
"34/0","VHO+4107","STA","00u28","12u52","13u20",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u38","13u20","13u58","4501","4501U1116","50","01a","471","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u10","01u49","4407"
"21/0","VHO+2115","STA","00u47","17u58","18u45",,,,,,,,,,,,"04u29","02u16","2115"
"21/0","VHO+2115","RIT","00u24","18u45","19u09","4510","4510U1513","87","02","40","standaard","Aalter Station","AATstn","Maldegem Markt","MDGmkt",14.844,"04u29","02u16","2115"
"21/0","VHO+2115","LED","00u26","19u09","19u35","4510","4510U1513",,,,"standaard","Maldegem Markt","MDGmkt","Brugge Station","BGGstn",17.547,"04u29","02u16","2115"
"21/0","VHO+2115","STA","00u14","19u35","19u49",,,,,,,,,,,,"04u29","02u16","2115"
"21/0","VHO+2115","RIT","00u45","19u49","20u34","4510","4510U1513","50","02","1000","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u29","02u16","2115"
"21/0","VHO+2115","STA","00u02","20u34","20u36",,,,,,,,,,,,"04u29","02u16","2115"
"21/0","VHO+2115","RIT","00u35","20u36","21u11","4510","4510U1513","50","04b","1002","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u29","02u16","2115"
"21/0","VHO+2115","LED","00u44","21u11","21u55","4510","4510U1513",,,,"standaard","Gent Sint-Pietersstation","GNTs2a","Garage Van Hoorebeke","VHO276",36.848,"04u29","02u16","2115"
"21/0","VHO+2115","ANA","00u10","21u55","22u05",,,,,,,,,,,,"04u29","02u16","2115"
"21/0","VHO+2114","AVO","00u05","07u17","07u22",,,,,,,,,,,,"01u56","01u06","2114"
"21/0","VHO+2114","LED","00u02","07u22","07u24","4506","4506U0722",,,,"standaard","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmkt",1.885,"01u56","01u06","2114"
"34/0","VHO+4107","STA","00u02","13u58","14u00",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u52","14u00","14u52","4501","4501U1116","50","03","473","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.596,"05u10","01u49","4407"
"34/0","VHO+4107","STA","00u20","14u52","15u12",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u51","15u12","16u03","4501","4501U1116","50","02","600","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.903,"05u10","01u49","4407"
"34/0","VHO+4107","STA","00u02","16u03","16u05",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u40","16u05","16u45","4501","4501U1116","50","04b","602","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.452,"05u10","01u49","4407"
"34/0","VHO+4107","LED","00u11","16u45","16u56","4501","4501U1116",,,,"standaard","Gent Sint-Pietersstation","GNTs2a","Zwijnaarde TP Civiele Techniek","ZWNtpc",4.772,"05u10","01u49","4407"
"34/0","VHO+4107","STA","00u42","16u56","17u38",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u52","17u38","18u30","4501","4501U1116","50","01","741","standaard","Zwijnaarde TP Civiele Techniek","ZWNtpc","Eeklo Station","EEKstn",26.741,"05u10","01u49","4407"
"34/0","VHO+4107","STA","00u02","18u30","18u32",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4107","RIT","00u49","18u32","19u21","4501","4501U1116","50","03","743","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.596,"05u10","01u49","4407"
"34/0","VHO+4107","LED","00u30","19u21","19u51","4501","4501U1116",,,,"standaard","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u10","01u49","4407"
"34/0","VHO+4107","ANA","00u10","19u51","20u01",,,,,,,,,,,,"05u10","01u49","4407"
"34/0","VHO+4106","AVO","00u05","08u04","08u09",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","LED","00u28","08u09","08u37","4500","4500U0809",,,,"standaard","Garage Van Hoorebeke","VHO276","Sint-Margriete Gemeentehuis","SMGgem",15.731,"04u28","01u26","4406"
"34/0","VHO+4106","RIT","00u31","08u37","09u08","4500","4500U0809","621","02","40","standaard","Sint-Margriete Gemeentehuis","SMGgem","Eeklo Station","EEKstn",16.614,"04u28","01u26","4406"
"34/0","VHO+4106","LED","00u14","09u08","09u22","4500","4500U0809",,,,"standaard","Eeklo Station","EEKstn","Garage Van Hoorebeke","VHO276",9.9,"04u28","01u26","4406"
"34/0","VHO+4106","ONE","02u35","09u22","11u57",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","ATU","00u15","11u57","12u12",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","LED","00u30","12u12","12u42","4605","4605U1212",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"04u28","01u26","4406"
"34/0","VHO+4106","RIT","00u51","12u42","13u33","4605","4605U1212","50","02","440","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.903,"04u28","01u26","4406"
